accuracy,balanced_accuracy,macro_f1,weighted_f1,log_loss,multiclass_brier,roc_auc_ovr_weighted
0.7209039548022599,0.6283984249273208,0.6297174898502845,0.7090248909198679,0.6738486055834609,0.37798983505012645,0.8669527715256786
